txtmrbts,txtlncel,txtcellname,txtpci,txtroot,txttac,txtrmodantl1,txtrmodantl2
560384,43,DNVC85C4Bl,35,330,65180,RMOD-1/ANTL-5,RMOD-1/ANTL-6
